,date,benchmark,bench_return
571,2017-04-10,S&P 500,0.0007431984400000001
572,2017-04-11,S&P 500,-0.00129325513
573,2017-04-12,S&P 500,-0.00374509642
574,2017-04-13,S&P 500,-0.0068094444300000005
575,2017-04-17,S&P 500,0.00861710001
576,2017-04-18,S&P 500,-0.0028753376300000005
577,2017-04-19,S&P 500,-0.0015788406999999998
578,2017-04-20,S&P 500,0.00758315692
579,2017-04-21,S&P 500,-0.0030346330800000002
580,2017-04-24,S&P 500,0.010857865020000001
581,2017-04-25,S&P 500,0.006092382370000001
582,2017-04-26,S&P 500,-0.0004749898599999999
583,2017-04-27,S&P 500,0.0006547456099999999
584,2017-04-28,S&P 500,-0.0019045023899999997
585,2017-05-01,S&P 500,0.00173642128
586,2017-05-02,S&P 500,0.0011885961199999998
587,2017-05-03,S&P 500,-0.00107087562
588,2017-05-04,S&P 500,0.0006365491800000001
589,2017-05-05,S&P 500,0.00410156713
590,2017-05-08,S&P 500,0.00013932147
591,2017-05-09,S&P 500,-0.00098114522
592,2017-05-10,S&P 500,0.0015155443699999998
593,2017-05-11,S&P 500,-0.00184240892
